chr,start,end,name,score,strand,gc,gc_bin,chrom,feature_id,feature_bin,feature_type_top,feature_types,gene_name,gene_id,transcript_ids,gene_type_top,transcript_type_top,gene_types,transcript_types,input_sum,clip_sum,enrichment_n,enrichment_l2or_min,enrichment_l2or_mean,enrichment_l2or_max,p_max,p_min,q_max,q_min,symbol,expression,unique_ID,tscript_start,tscript_end,tscript_length
chr10,72220216,72220297,3100628,0,+,0.580247,"(0.52,0.582]",chr10,314154,3,UTR5,UTR5:EXON_MRNA:INTRON,ANAPC16,ENSG00000166295.9,ENST00000621663.4:ENST00000299381.5:ENST00000478193.5,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,0,22,2,4.50699,4.882095,5.2572,0.00362621,2.45727e-05,0.0491718,0.000970165,ANAPC16,down,ANAPC16_3100628,72216000,72235858,19858
chr18,12337340,12337437,4944170,0,-,0.350515,"(0.327,0.354]",chr18,531146,1,CDS,CDS:EXON_MRNA,AFG3L2,ENSG00000141385.12,ENST00000269143.8:ENST00000687477.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,29,2,4.68255,4.85863,5.03471,0.00583144,6.86697e-05,0.0586669,0.00191069,AFG3L2,down,AFG3L2_4944170,12328944,12377227,48283
chr1,39004913,39005009,55956,0,+,0.583333,"(0.582,1]",chr1,7564,10,UTR3,UTR3:EXON_MRNA,AKIRIN1,ENSG00000174574.16,ENST00000432648.8,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,4.48197,4.84407,5.20617,0.00285409,5.87603e-05,0.0455776,0.0017884,AKIRIN1,down,AKIRIN1_55956,38991276,39006059,14783
chr16,85779509,85779608,4604700,0,-,0.484848,"(0.48,0.52]",chr16,488193,10,UTR3,UTR3:EXON_MRNA,EMC8,ENSG00000131148.9,ENST00000435200.2:ENST00000253457.8:ENST00000597291.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,23,2,4.58017,4.8395,5.09883,0.00320958,5.19909e-05,0.0478623,0.00161761,EMC8,down,EMC8_4604700,85778624,85799544,20920
chr4,139289996,139290077,1562912,0,-,0.333333,"(0.327,0.354]",chr4,168086,2,UTR3,UTR3:EXON_MRNA,NDUFC1,ENSG00000109390.13,ENST00000539002.5:ENST00000394223.2:ENST00000394225.6:ENST00000676245.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,2,58,2,4.10499,4.814335,5.52368,0.000283669,1.21641e-06,0.020137,0.000132867,NDUFC1,down,NDUFC1_1562912,139290020,139302477,12457
chr3,185292585,185292684,1124352,0,+,0.383838,"(0.382,0.41]",chr3,126826,10,UTR3,UTR3:EXON_MRNA,MAP3K13,ENSG00000073803.14,ENST00000448876.5,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,4.35086,4.8135200000000005,5.27618,0.0120701,1.51383e-05,0.0780138,0.000701299,MAP3K13,down,MAP3K13_1124352,185363136,185489094,125958
chr20,57378012,57378099,5219922,0,+,0.37931,"(0.354,0.382]",chr20,575831,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,RAE1,ENSG00000101146.13,ENST00000395841.7:ENST00000462438.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,57,2,3.89824,4.80787,5.7175,9.48515e-05,6.57429e-06,0.0131708,0.00040056,RAE1,down,RAE1_5219922,57351544,57379211,27667
chr7,44801521,44801621,2280472,0,+,0.42,"(0.41,0.442]",chr7,235185,2,UTR3,UTR3:EXON_MRNA,PPIA,ENSG00000196262.15,ENST00000468812.6:ENST00000355968.10:ENST00000489459.5:ENST00000415933.5:ENST00000678643.1:ENST00000677521.1:ENST00000678165.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,41,2,4.30363,4.79557,5.28751,0.000407018,1.19945e-05,0.0225133,0.000599655,PPIA,down,PPIA_2280472,44796952,44803105,6153
chr16,69463209,69463308,4483319,0,+,0.59596,"(0.582,1]",chr16,472424,8,UTR3,UTR3:EXON_MRNA,CYB5B,ENSG00000103018.18,ENST00000686649.1:ENST00000684784.1:ENST00000307892.13:ENST00000515314.7,protein_coding,protein_coding,protein_coding,protein_coding,1,29,2,4.39519,4.794035,5.19288,0.00014171,4.29005e-05,0.0157868,0.00144605,CYB5B,down,CYB5B_4483319,69424619,69466264,41645
chr7,135674090,135674165,2387510,0,+,0.386667,"(0.382,0.41]",chr7,244763,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,STMP1,ENSG00000243317.8,ENST00000507606.3,protein_coding,protein_coding,protein_coding,protein_coding,1,41,2,4.39887,4.77089,5.14291,0.000911322,5.59604e-06,0.0302816,0.000363583,STMP1,down,STMP1_2387510,135662514,135676416,13902
chr22,29769818,29769917,5361070,0,+,0.424242,"(0.41,0.442]",chr22,593967,2,UTR3,UTR3:EXON_MRNA,UQCR10,ENSG00000184076.13,ENST00000330029.6:ENST00000401406.3,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.57496,4.768685,4.96241,0.00544539,9.6095e-05,0.0569017,0.0024561,UQCR10,down,UQCR10_5361070,29767369,29770413,3044
chr2,84906505,84906588,605361,0,+,0.674699,"(0.582,1]",chr2,71134,2,UTR3,UTR3:EXON_MRNA,TMSB10,ENSG00000034510.6,ENST00000233143.6,protein_coding,protein_coding,protein_coding,protein_coding,2,33,2,4.38568,4.753315,5.12095,0.000200511,2.08165e-06,0.0173556,0.00018488,TMSB10,down,TMSB10_605361,84905656,84906671,1015
chr19,12875500,12875598,5111584,0,-,0.479592,"(0.442,0.48]",chr19,559536,4,UTR3,UTR3:EXON_MRNA,DNASE2,ENSG00000105612.10,ENST00000222219.8:ENST00000592506.2,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.62499,4.752385,4.87978,0.00141781,0.000564854,0.0354794,0.00793438,DNASE2,down,DNASE2_5111584,12875209,12881449,6240
chr19,46609153,46609248,5062019,0,+,0.642105,"(0.582,1]",chr19,549565,1,UTR3,UTR3:EXON_MRNA,CALM3,ENSG00000160014.17,ENST00000597743.5:ENST00000477244.5:ENST00000291295.14:ENST00000595072.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:protein_coding_CDS_not_defined,0,17,2,3.92893,4.74448,5.56003,0.0161369,6.24093e-06,0.0840674,0.00038562,CALM3,down,CALM3_5062019,46601330,46610782,9452
chr20,57378099,57378190,5219923,0,+,0.538462,"(0.52,0.582]",chr20,575832,1,UTR3,UTR3:EXON_MRNA,RAE1,ENSG00000101146.13,ENST00000395841.7:ENST00000462438.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,37,2,2.90261,4.713430000000001,6.52425,0.00955061,7.5713e-10,0.0706334,1.36861e-06,RAE1,down,RAE1_5219923,57351544,57379211,27667
chr8,140516009,140516105,2669708,0,+,0.333333,"(0.327,0.354]",chr8,270833,9,UTR3,UTR3:EXON_MRNA,CHRAC1,ENSG00000104472.10,ENST00000519533.1:ENST00000220913.10,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,4.50945,4.71131,4.91317,0.00963263,0.000133129,0.0706334,0.00300369,CHRAC1,down,CHRAC1_2669708,140511322,140517154,5832
chr19,38383390,38383476,5048841,0,+,0.55814,"(0.52,0.582]",chr19,546579,1,UTR3,UTR3:EXON_MRNA,PSMD8,ENSG00000099341.13,ENST00000700294.1:ENST00000602911.5:ENST00000591216.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,19,2,4.14739,4.702295,5.2572,0.0111738,2.45727e-05,0.0749532,0.000970165,PSMD8,down,PSMD8_5048841,38374571,38383811,9240
chr1,32231440,32231522,47219,0,+,0.426829,"(0.41,0.442]",chr1,6257,4,UTR3,UTR3:EXON_MRNA,EIF3I,ENSG00000084623.12,ENST00000677711.2:ENST00000677640.1:ENST00000677183.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,0,24,2,4.57496,4.69525,4.81554,0.00544539,0.00020983,0.0569017,0.0041834,EIF3I,down,EIF3I_47219,32222420,32236165,13745
chr16,54919032,54919132,4571727,0,-,0.33,"(0.327,0.354]",chr16,483911,133,EXON_LNCRNA,EXON_LNCRNA,CRNDE,ENSG00000245694.13,ENST00000717492.1:ENST00000502066.8:ENST00000559598.7:ENST00000750680.1:ENST00000750688.1:ENST00000701575.1:ENST00000750671.1:ENST00000557792.2:ENST00000750696.1,lncRNA,lncRNA,lncRNA,lncRNA,1,44,2,3.86857,4.672995,5.47742,0.000343826,0.000142566,0.0213228,0.00317464,CRNDE,down,CRNDE_4571727,54918967,54928847,9880
chr12,118145095,118145193,3672594,0,+,0.316327,"(0.29,0.327]",chr12,380112,4,UTR3,UTR3:EXON_MRNA,PEBP1,ENSG00000089220.5,ENST00000261313.3,protein_coding,protein_coding,protein_coding,protein_coding,0,28,2,4.59893,4.66849,4.73805,0.0131085,0.000389063,0.0784296,0.00629924,PEBP1,down,PEBP1_3672594,118136124,118145584,9460
chr8,11438569,11438658,2578274,0,+,0.258427,"[0,0.29]",chr8,261738,7,EXON_LNCRNA,EXON_LNCRNA,FAM167A-AS1,ENSG00000184608.10,ENST00000533578.5:ENST00000624614.1:ENST00000724904.1,lncRNA,lncRNA,lncRNA,lncRNA,0,30,2,4.34778,4.667835,4.98789,0.0403961,0.000172612,0.114819,0.00368866,FAM167A-AS1,down,FAM167A-AS1_2578274,11394124,11438658,44534
chr2,240130901,240130975,955818,0,-,0.378378,"(0.354,0.382]",chr2,108779,2,UTR3,UTR3:EXON_MRNA,COPS9,ENSG00000172428.11,ENST00000607357.2,protein_coding,protein_coding,protein_coding,protein_coding,1,40,2,4.04425,4.643625,5.243,0.000713391,5.38132e-05,0.0279489,0.00166086,COPS9,down,COPS9_955818,240126563,240136347,9784
chr19,9830008,9830061,5003590,0,+,0.566038,"(0.52,0.582]",chr19,538694,1,UTR3,UTR3:EXON_MRNA,UBL5,ENSG00000198258.11,ENST00000358666.7:ENST00000593087.1:ENST00000586895.6:ENST00000589372.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,31,2,4.04393,4.641859999999999,5.23979,0.000189418,0.000160534,0.0173086,0.00349127,UBL5,down,UBL5_5003590,9827892,9830115,2223
chr8,22540802,22540887,2585233,0,+,0.352941,"(0.327,0.354]",chr8,262773,1,UTR3,UTR3:EXON_MRNA,PPP3CC,ENSG00000120910.15,ENST00000240139.10:ENST00000289963.12,protein_coding,protein_coding,protein_coding,protein_coding,1,40,2,4.37174,4.64015,4.90856,0.0028517,5.68486e-06,0.0455776,0.00036385,PPP3CC,down,PPP3CC_2585233,22441078,22541125,100047
chr7,135674947,135675045,2387519,0,+,0.265306,"[0,0.29]",chr7,244764,9,UTR3,UTR3:EXON_MRNA,STMP1,ENSG00000243317.8,ENST00000507606.3,protein_coding,protein_coding,protein_coding,protein_coding,0,31,2,4.42548,4.61915,4.81282,0.0146973,0.00205661,0.0818428,0.0184918,STMP1,down,STMP1_2387519,135662514,135676416,13902
chr1,32775609,32775701,304631,0,-,0.380435,"(0.354,0.382]",chr1,37970,5,UTR3,UTR3:EXON_MRNA,YARS1,ENSG00000134684.13,ENST00000469100.5:ENST00000373477.9:ENST00000490826.1:ENST00000674629.1:ENST00000487404.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,38,2,4.45076,4.61728,4.7838,0.00367092,3.44544e-06,0.0491718,0.000259808,YARS1,down,YARS1_304631,32775309,32818031,42722
chr12,123257507,123257602,3680349,0,+,0.442105,"(0.442,0.48]",chr12,381447,6,UTR3,UTR3:EXON_MRNA,MTRFR,ENSG00000130921.9,ENST00000253233.6:ENST00000366329.7,protein_coding,protein_coding,protein_coding,protein_coding,1,33,2,3.98077,4.57056,5.16035,0.000463434,0.000126359,0.0235021,0.00295882,MTRFR,down,MTRFR_3680349,123248278,123257031,8753
chr19,5691385,5691453,4997589,0,+,0.514706,"(0.48,0.52]",chr19,537445,2,CDS,CDS:EXON_MRNA,RPL36,ENSG00000130255.13,ENST00000579649.5:ENST00000577222.5:ENST00000347512.8:ENST00000590786.5:ENST00000394580.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,3,43,2,3.80046,4.566445,5.33243,0.000150216,4.55511e-06,0.0161706,0.000313147,RPL36,down,RPL36_4997589,5681182,5691633,10451
chr19,46774971,46775061,5146506,0,-,0.544444,"(0.52,0.582]",chr19,565874,2,UTR3,UTR3:EXON_MRNA,SLC1A5,ENSG00000105281.13,ENST00000542575.6:ENST00000594991.5,protein_coding,protein_coding,protein_coding,protein_coding,4,44,2,3.99896,4.55253,5.1061,0.000348161,2.64595e-07,0.0213228,4.75491e-05,SLC1A5,down,SLC1A5_5146506,46774883,46788594,13711
chr8,22540972,22541057,2585235,0,+,0.247059,"[0,0.29]",chr8,262773,3,UTR3,UTR3:EXON_MRNA,PPP3CC,ENSG00000120910.15,ENST00000240139.10:ENST00000289963.12,protein_coding,protein_coding,protein_coding,protein_coding,4,85,2,3.1234,4.54985,5.9763,0.000449165,3.54847e-05,0.0235021,0.00126658,PPP3CC,down,PPP3CC_2585235,22441078,22541125,100047
chr22,42083215,42083312,5384288,0,+,0.57732,"(0.52,0.582]",chr22,597603,2,UTR3,UTR3:EXON_MRNA,SMDT1,ENSG00000183172.9,ENST00000422252.1:ENST00000331479.4,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,22,2,4.13368,4.54621,4.95874,0.00521329,0.00065621,0.0328823,0.0267613,SMDT1,down,SMDT1_5384288,42079700,42084284,4584
chr14,67677464,67677559,4135191,0,-,0.294737,"(0.29,0.327]",chr14,430901,8,UTR3,UTR3:EXON_MRNA,RDH11,ENSG00000072042.13,ENST00000381346.9:ENST00000553578.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,25,2,4.23011,4.54459,4.85907,0.0312223,0.000216008,0.107317,0.00418969,RDH11,down,RDH11_4135191,67676800,67695764,18964
chr1,39005772,39005868,55965,0,+,0.260417,"[0,0.29]",chr1,7564,19,UTR3,UTR3:EXON_MRNA,AKIRIN1,ENSG00000174574.16,ENST00000432648.8,protein_coding,protein_coding,protein_coding,protein_coding,0,27,2,4.15219,4.52189,4.89159,0.0581956,0.0002764,0.133139,0.00486002,AKIRIN1,down,AKIRIN1_55965,38991276,39006059,14783
chr9,124877435,124877534,2905043,0,+,0.414141,"(0.41,0.442]",chr9,291524,6,UTR3,UTR3:EXON_MRNA,ARPC5L,ENSG00000136950.13,ENST00000353214.6:ENST00000259477.6,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.46753,4.521245,4.57496,0.00544539,0.00108286,0.0569017,0.0122524,ARPC5L,down,ARPC5L_2905043,124862130,124877733,15603
chr9,124876877,124876940,2905037,0,+,0.412698,"(0.41,0.442]",chr9,291523,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,ARPC5L,ENSG00000136950.13,ENST00000353214.6:ENST00000259477.6:ENST00000465124.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,33,2,4.21247,4.52017,4.82787,0.00236689,2.22049e-05,0.0429369,0.000910607,ARPC5L,down,ARPC5L_2905037,124862130,124877733,15603
chr16,30443911,30444005,4563666,0,-,0.244681,"[0,0.29]",chr16,483038,4,UTR3,UTR3:EXON_MRNA,SEPHS2,ENSG00000179918.19,ENST00000478753.5,protein_coding,protein_coding,protein_coding,protein_coding,1,48,2,3.75692,4.510585,5.26425,0.00448373,0.00021948,0.0541709,0.00421885,SEPHS2,down,SEPHS2_4563666,30443631,30445874,2243
chr20,34280362,34280458,5255095,0,-,0.46875,"(0.442,0.48]",chr20,580165,2,UTR3,UTR3:EXON_MRNA,AHCY,ENSG00000101444.13,ENST00000217426.7,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,4.20014,4.505225,4.81031,0.0128039,0.000228167,0.0784296,0.00434147,AHCY,down,AHCY_5255095,34280270,34311802,31532
chr16,69342815,69342912,4482661,0,+,0.329897,"(0.327,0.354]",chr16,472393,13,UTR3,UTR3:EXON_MRNA,NIP7,ENSG00000132603.15,ENST00000254940.10,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.08484,4.499005,4.91317,0.0281384,0.000133129,0.103609,0.00300369,NIP7,down,NIP7_4482661,69339772,69343106,3334
chr17,67991324,67991422,4851471,0,-,0.336735,"(0.327,0.354]",chr17,521947,3,UTR3,UTR3:EXON_MRNA,C17orf58,ENSG00000186665.10,ENST00000536693.1:ENST00000334461.7:ENST00000449250.3,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,23,2,4.47158,4.490515,4.50945,0.00963263,0.0010962,0.0706334,0.0122524,C17orf58,down,C17orf58_4851471,67991099,67996469,5370
chr3,185292289,185292388,1124349,0,+,0.323232,"(0.29,0.327]",chr3,126826,7,UTR3,UTR3:EXON_MRNA,MAP3K13,ENSG00000073803.14,ENST00000448876.5,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.4605,4.48784,4.51518,0.0161751,0.00132813,0.0840674,0.0136022,MAP3K13,down,MAP3K13_1124349,185363136,185489094,125958
chr1,154156569,154156666,419279,0,-,0.525773,"(0.52,0.582]",chr1,51796,14,UTR3,UTR3:EXON_MRNA,TPM3,ENSG00000143549.22,ENST00000368533.8:ENST00000368545.7:ENST00000469717.5:ENST00000330188.13,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,2,32,2,3.91321,4.473755,5.0343,0.000476422,2.47869e-05,0.0236545,0.00097279,TPM3,down,TPM3_419279,154161813,154192100,30287
chr22,31957062,31957152,5367855,0,+,0.355556,"(0.354,0.382]",chr22,594859,4,UTR3,UTR3:EXON_MRNA,YWHAH,ENSG00000128245.15,ENST00000248975.6,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,3.97711,4.47362,4.97013,0.0326231,9.45915e-05,0.109278,0.00245135,YWHAH,down,YWHAH_5367855,31944522,31957603,13081
chr17,81887834,81887932,4868306,0,-,0.367347,"(0.354,0.382]",chr17,524573,1,UTR3,UTR3:EXON_MRNA,ALYREF,ENSG00000183684.8,ENST00000505490.3,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,4.10626,4.4717400000000005,4.83722,0.0242841,0.00019154,0.0973574,0.00390833,ALYREF,down,ALYREF_4868306,81887835,81891586,3751
chr12,118246766,118246864,3672606,0,+,0.561224,"(0.52,0.582]",chr12,380113,8,EXON_PSEUDO,EXON_PSEUDO,RPS2P5,ENSG00000240342.3,ENST00000488803.1,processed_pseudogene,processed_pseudogene,processed_pseudogene,processed_pseudogene,0,16,2,3.84567,4.4688300000000005,5.09199,0.0248441,6.60543e-05,0.0973574,0.00191069,RPS2P5,down,RPS2P5_3672606,118246084,118246962,878
chr19,17306657,17306750,5019823,0,+,0.376344,"(0.354,0.382]",chr19,541886,4,UTR3,UTR3:EXON_MRNA,MRPL34,ENSG00000130312.7,ENST00000252602.2,protein_coding,protein_coding,protein_coding,protein_coding,4,58,2,3.32147,4.456125,5.59078,0.000167978,1.38293e-05,0.0161706,0.000663671,MRPL34,down,MRPL34_5019823,17292609,17306655,14046
chr3,129169479,129169576,1281739,0,-,0.309278,"(0.29,0.327]",chr3,140255,18,UTR3,UTR3:EXON_MRNA,CNBP,ENSG00000169714.17,ENST00000422453.7:ENST00000502976.5:ENST00000451728.6:ENST00000446936.6:ENST00000504813.5,protein_coding,protein_coding,protein_coding,protein_coding,2,51,2,3.66472,4.4544250000000005,5.24413,0.00196982,2.4717e-05,0.0403571,0.000971284,CNBP,down,CNBP_1281739,129167827,129183896,16069
chr1,153976709,153976809,419253,0,-,0.5,"(0.48,0.52]",chr1,51788,1,CDS_START,CDS_START:CDS:EXON_MRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON,JTB,ENSG00000143543.15,ENST00000271843.9:ENST00000368589.5:ENST00000461365.1:ENST00000471173.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,4,46,2,3.29967,4.449465,5.59926,4.44629e-05,3.99973e-05,0.010609,0.00148095,JTB,down,JTB_419253,153974269,153977674,3405
chr12,123257126,123257221,3680345,0,+,0.273684,"[0,0.29]",chr12,381447,2,UTR3,UTR3:EXON_MRNA,MTRFR,ENSG00000130921.9,ENST00000253233.6:ENST00000366329.7,protein_coding,protein_coding,protein_coding,protein_coding,0,27,2,4.28092,4.43994,4.59896,0.0240096,0.00351556,0.0973574,0.0258079,MTRFR,down,MTRFR_3680345,123248278,123257031,8753
chr22,19441453,19441548,5404104,0,-,0.189474,"[0,0.29]",chr22,599581,7,UTR3,UTR3:EXON_MRNA,C22orf39,ENSG00000242259.9,ENST00000399562.9:ENST00000399568.5,protein_coding,protein_coding,protein_coding,protein_coding,0,27,2,4.28092,4.43994,4.59896,0.0240096,0.00351556,0.0973574,0.0258079,C22orf39,down,C22orf39_5404104,19440886,19447711,6825
chr16,85779608,85779707,4604701,0,-,0.434343,"(0.41,0.442]",chr16,488193,11,UTR3,UTR3:EXON_MRNA,EMC8,ENSG00000131148.9,ENST00000435200.2:ENST00000253457.8:ENST00000597291.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,34,2,3.64301,4.436585,5.23016,0.000606231,0.000516143,0.0246987,0.00824791,EMC8,down,EMC8_4604701,85778624,85799544,20920
chr11,22822918,22823018,3451386,0,-,0.3,"(0.29,0.327]",chr11,353213,41,UTR3,UTR3:EXON_MRNA,SVIP,ENSG00000198168.9,ENST00000354193.5,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,4.11654,4.434825,4.75311,0.00871715,0.0048872,0.0692815,0.0321773,SVIP,down,SVIP_3451386,22818927,22829801,10874
chr17,18209467,18209564,4635448,0,+,0.453608,"(0.442,0.48]",chr17,492882,12,UTR3,UTR3:EXON_MRNA,ALKBH5,ENSG00000091542.9,ENST00000399138.5:ENST00000490106.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,29,2,3.98077,4.430275,4.87978,0.00141781,0.000126359,0.0354794,0.00295882,ALKBH5,down,ALKBH5_4635448,18183828,18209954,26126
chr5,140245122,140245211,1862259,0,-,0.404494,"(0.382,0.41]",chr5,195580,2,UTR3,UTR3:EXON_MRNA,PFDN1,ENSG00000113068.10,ENST00000261813.9,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.20349,4.420295,4.6371,0.00525292,0.00312495,0.0560496,0.0238285,PFDN1,down,PFDN1_1862259,140245035,140303101,58066
chr7,74749267,74749359,2310199,0,+,0.48913,"(0.48,0.52]",chr7,237294,1,CDS,CDS:EXON_MRNA,GTF2I,ENSG00000263001.8,ENST00000690345.1:ENST00000573035.6:ENST00000614986.4:ENST00000620879.4:ENST00000476035.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,17,2,4.2486,4.39168,4.53476,0.00923305,0.000930501,0.0698257,0.0109864,GTF2I,down,GTF2I_2310199,74650231,74760692,110461
chr11,67398358,67398446,3480642,0,-,0.477273,"(0.442,0.48]",chr11,358946,3,UTR3,UTR3:EXON_MRNA,PPP1CA,ENSG00000172531.16,ENST00000376745.9:ENST00000677343.1:ENST00000679175.1:ENST00000526510.6:ENST00000358239.8,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,4,46,2,3.49698,4.3897450000000005,5.28251,0.000273481,7.24719e-06,0.019992,0.00043104,PPP1CA,down,PPP1CA_3480642,67398201,67401604,3403
chr2,62223214,62223314,585450,0,+,0.4,"(0.382,0.41]",chr2,69020,10,CDS,CDS:EXON_MRNA,B3GNT2,ENSG00000170340.11,ENST00000301998.5,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.35086,4.382759999999999,4.41466,0.0120701,0.00135212,0.0780138,0.0136022,B3GNT2,down,B3GNT2_585450,62196115,62224731,28616
chr17,18209564,18209661,4635449,0,+,0.515464,"(0.48,0.52]",chr17,492882,13,UTR3,UTR3:EXON_MRNA,ALKBH5,ENSG00000091542.9,ENST00000399138.5:ENST00000490106.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,18,2,4.28412,4.381005,4.47789,0.00452704,0.00262632,0.0541709,0.0212402,ALKBH5,down,ALKBH5_4635449,18183828,18209954,26126
chr5,176389673,176389761,1750786,0,+,0.363636,"(0.354,0.382]",chr5,185462,3,UTR3,UTR3:EXON_MRNA,HIGD2A,ENSG00000146066.3,ENST00000274787.3,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.22479,4.376325,4.52786,0.0182019,0.000839656,0.087052,0.0100479,HIGD2A,down,HIGD2A_1750786,176388751,176389761,1010
chr8,11438481,11438569,2578273,0,+,0.409091,"(0.382,0.41]",chr8,261738,6,EXON_LNCRNA,EXON_LNCRNA,FAM167A-AS1,ENSG00000184608.10,ENST00000533578.5:ENST00000624614.1:ENST00000724904.1,lncRNA,lncRNA,lncRNA,lncRNA,0,21,2,4.20349,4.37567,4.54785,0.00688992,0.00312495,0.0621975,0.0238285,FAM167A-AS1,down,FAM167A-AS1_2578273,11394124,11438658,44534
chr19,7938111,7938197,5100065,0,-,0.360465,"(0.354,0.382]",chr19,557008,2,CDS,CDS:EXON_MRNA,TIMM44,ENSG00000104980.8,ENST00000270538.8:ENST00000597926.1,protein_coding,protein_coding,protein_coding,protein_coding,2,54,2,2.50077,4.36941,6.23805,0.00952041,1.02929e-08,0.0706334,6.08264e-06,TIMM44,down,TIMM44_5100065,7926718,7943666,16948
chr14,67676894,67676989,4135185,0,-,0.210526,"[0,0.29]",chr14,430901,2,UTR3,UTR3:EXON_MRNA,RDH11,ENSG00000072042.13,ENST00000381346.9,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.28092,4.35869,4.43646,0.0338457,0.00351556,0.110571,0.0258079,RDH11,down,RDH11_4135185,67676800,67695764,18964
chr9,124875062,124875151,2905018,0,+,0.426966,"(0.41,0.442]",chr9,291517,2,CDS,CDS:EXON_MRNA,ARPC5L,ENSG00000136950.13,ENST00000353214.6:ENST00000259477.6:ENST00000465124.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,29,2,4.11516,4.34506,4.57496,0.00544539,4.17056e-05,0.0569017,0.00141093,ARPC5L,down,ARPC5L_2905018,124862130,124877733,15603
chr20,397172,397269,5162267,0,+,0.536082,"(0.52,0.582]",chr20,568858,6,UTR3,UTR3:EXON_MRNA,TRIB3,ENSG00000101255.13,ENST00000217233.9:ENST00000449710.6,protein_coding,protein_coding,protein_coding,protein_coding,1,24,2,3.87871,4.336655,4.7946,0.00127104,0.000397907,0.0347305,0.00630502,TRIB3,down,TRIB3_5162267,380760,397559,16799
chr12,53665364,53665413,3750807,0,-,0.612245,"(0.582,1]",chr12,389549,1,CDS_STOP,CDS_STOP:CDS:UTR5:EXON_MRNA,ATP5MC2,ENSG00000135390.21,ENST00000394349.9:ENST00000495596.5:ENST00000549748.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,13,2,3.92893,4.33261,4.73629,0.0161369,0.000674053,0.0840674,0.00896944,ATP5MC2,down,ATP5MC2_3750807,53665171,53677408,12237
chr7,44801820,44801920,2280475,0,+,0.44,"(0.41,0.442]",chr7,235185,5,UTR3,UTR3:EXON_MRNA,PPIA,ENSG00000196262.15,ENST00000468812.6:ENST00000677521.1:ENST00000678165.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,18,2,4.14935,4.30844,4.46753,0.0180819,0.00108286,0.087052,0.0122524,PPIA,down,PPIA_2280475,44796952,44803105,6153
